transaction_id,customer_age,account_age_days,transaction_amount,hour_of_day,day_of_week,merchant_category,transaction_type,channel,international,country_match,device_trusted,previous_failed_attempts,transactions_last_24h,avg_amount_30d,amount_to_avg_ratio,distance_from_home_km,card_present,is_fraud
TXN000503,30,513,21.91,16,Sunday,fuel,transfer,mobile_app,0,1,1,0,7,28.43,0.7709,61.5,0,0
TXN000504,19,1597,15.17,10,Wednesday,fashion,purchase,pos,0,1,1,0,2,45.95,0.3302,14.86,1,0
TXN000505,18,2047,24.7,6,Wednesday,restaurant,purchase,web,0,1,1,0,7,26.67,0.926,9.42,0,0
TXN000506,32,432,42.83,22,Sunday,digital_goods,purchase,atm,0,1,1,0,8,56.63,0.7563,24.98,1,0
TXN000507,70,810,10.87,15,Wednesday,digital_goods,purchase,pos,0,1,0,0,11,26.59,0.4088,17.71,1,0
TXN000508,45,239,18.89,10,Tuesday,restaurant,cash_withdrawal,atm,0,1,0,0,6,25.93,0.7287,38.45,1,0
TXN000509,32,973,43.23,19,Wednesday,grocery,purchase,web,0,1,1,0,7,57.27,0.755,104.73,1,0
TXN000510,45,1187,23.5,21,Saturday,fuel,purchase,web,0,1,1,1,8,38.51,0.6102,8.81,1,0
TXN000511,19,1031,19.68,18,Saturday,fuel,purchase,web,0,0,1,0,5,10.61,1.8537,43.69,1,0
TXN000512,35,1123,3.6,20,Monday,restaurant,transfer,mobile_app,0,1,1,0,6,14.91,0.2417,17.03,0,0
TXN000513,40,747,4.24,7,Friday,digital_goods,purchase,pos,0,1,1,1,6,18.62,0.2277,38.25,1,0
TXN000514,38,761,21.47,8,Friday,grocery,purchase,mobile_app,1,0,1,0,3,22.52,0.9535,30.44,0,0
TXN000515,49,734,58.42,5,Friday,electronics,purchase,web,0,1,1,0,3,57.3,1.0194,14.13,0,0
TXN000516,43,546,63.35,16,Friday,digital_goods,purchase,pos,0,1,0,0,4,49.78,1.2726,44.74,1,0
TXN000517,48,602,59.08,19,Sunday,healthcare,purchase,mobile_app,0,1,1,1,7,91.56,0.6453,15.68,0,0
TXN000518,30,1150,35.91,15,Wednesday,restaurant,purchase,pos,0,1,0,0,4,73.11,0.4912,9.69,0,0
TXN000519,51,1963,87.05,14,Wednesday,grocery,cash_withdrawal,mobile_app,0,1,1,0,6,92.0,0.9462,42.32,0,0
TXN000520,60,369,45.61,18,Friday,restaurant,purchase,mobile_app,0,1,0,0,4,65.89,0.6922,9.62,1,0
TXN000521,26,758,143.7,4,Thursday,restaurant,purchase,atm,0,1,1,1,6,49.45,2.906,40.83,1,0
TXN000522,27,302,70.67,8,Thursday,restaurant,bill_payment,web,0,1,1,1,3,93.83,0.7532,23.39,0,0
TXN000523,56,554,75.47,16,Monday,electronics,purchase,pos,0,1,1,0,1,82.43,0.9155,24.75,1,0
TXN000524,37,631,315.16,1,Tuesday,electronics,purchase,web,0,1,1,1,3,55.75,5.6536,8.4,0,1
TXN000525,57,925,87.79,21,Sunday,fuel,purchase,mobile_app,0,1,1,1,8,106.18,0.8268,25.81,0,0
TXN000526,33,907,11.36,4,Monday,fuel,purchase,mobile_app,1,0,1,0,6,8.0,1.4197,189.75,0,1
TXN000527,58,805,52.26,18,Friday,fuel,purchase,web,0,1,1,1,7,34.5,1.5149,69.48,0,0
TXN000528,41,1086,54.95,14,Saturday,travel,transfer,web,0,1,1,0,5,34.12,1.6106,5.53,0,0
TXN000529,42,401,114.25,20,Monday,travel,purchase,mobile_app,0,1,0,0,9,97.51,1.1717,52.94,0,0
TXN000530,59,931,144.17,18,Tuesday,travel,cash_withdrawal,web,0,1,1,0,6,131.82,1.0937,56.29,0,0
TXN000531,34,1345,15.3,12,Wednesday,healthcare,bill_payment,pos,0,1,1,0,7,14.97,1.0225,32.92,1,0
TXN000532,27,397,73.8,18,Thursday,travel,purchase,web,0,1,1,0,9,117.45,0.6283,66.69,0,0
TXN000533,33,155,22.0,8,Wednesday,fuel,cash_withdrawal,atm,0,1,1,1,3,18.29,1.2025,17.99,1,0
TXN000534,45,1589,76.63,14,Friday,restaurant,purchase,mobile_app,0,1,1,0,5,18.7,4.0985,20.21,0,0
TXN000535,19,311,81.7,21,Tuesday,digital_goods,purchase,pos,0,1,1,0,6,35.92,2.2743,34.76,1,0
TXN000536,47,533,40.03,2,Monday,travel,transfer,mobile_app,0,1,1,0,4,33.81,1.1839,18.56,0,0
TXN000537,32,1320,24.39,8,Monday,restaurant,purchase,web,0,1,1,0,7,13.85,1.7616,5.65,0,0
TXN000538,54,379,34.54,0,Wednesday,digital_goods,bill_payment,mobile_app,0,1,1,0,9,67.89,0.5087,6.37,0,0
TXN000539,18,1517,54.69,12,Wednesday,grocery,purchase,mobile_app,0,1,0,0,3,69.35,0.7885,42.83,0,0
TXN000540,29,471,170.95,18,Sunday,fuel,purchase,mobile_app,0,1,0,2,3,90.82,1.8822,22.08,0,0
TXN000541,18,424,86.37,0,Monday,travel,purchase,mobile_app,0,1,1,0,3,31.12,2.7753,40.13,0,0
TXN000542,28,303,22.57,13,Thursday,healthcare,purchase,pos,0,1,1,1,11,41.33,0.5461,45.26,1,0
TXN000543,42,475,27.94,9,Friday,fashion,purchase,mobile_app,0,1,1,0,4,41.6,0.6715,18.19,0,0
TXN000544,37,1202,655.86,18,Friday,grocery,purchase,pos,0,0,0,0,5,143.36,4.5749,28.71,1,0
TXN000545,36,533,8.16,5,Friday,digital_goods,purchase,web,0,1,1,0,2,8.0,1.0195,5.37,0,0
TXN000546,37,1593,75.48,3,Monday,fashion,purchase,mobile_app,0,1,1,0,6,21.35,3.5354,12.05,0,0
TXN000547,42,829,47.13,2,Friday,restaurant,bill_payment,web,0,1,0,0,7,42.69,1.104,17.44,0,0
TXN000548,26,882,22.1,9,Wednesday,electronics,purchase,mobile_app,1,0,1,0,3,19.46,1.1357,211.94,0,0
TXN000549,48,413,26.95,11,Saturday,grocery,purchase,pos,0,1,1,1,7,35.3,0.7634,4.26,1,0
TXN000550,48,1749,72.81,22,Tuesday,fuel,transfer,mobile_app,0,1,1,0,4,38.83,1.8751,17.65,0,0
TXN000551,44,1353,66.96,11,Friday,restaurant,cash_withdrawal,pos,0,1,0,0,3,26.48,2.5284,9.74,0,1
TXN000552,46,1327,20.11,4,Friday,digital_goods,transfer,mobile_app,0,1,1,0,5,44.54,0.4515,97.31,0,0
TXN000553,43,715,49.33,16,Friday,electronics,bill_payment,mobile_app,1,1,1,1,5,66.84,0.738,212.58,0,0
TXN000554,65,269,65.94,1,Tuesday,fuel,purchase,mobile_app,0,1,1,0,3,35.87,1.8383,39.91,0,0
TXN000555,38,916,26.59,8,Friday,electronics,purchase,atm,0,1,0,0,1,30.68,0.8665,39.97,1,1
TXN000556,35,1168,25.16,15,Saturday,fuel,cash_withdrawal,web,0,1,1,0,6,37.74,0.6668,25.48,1,0
TXN000557,29,1176,83.22,6,Thursday,grocery,purchase,pos,0,1,1,0,1,42.29,1.9677,31.68,1,0
TXN000558,26,1070,25.57,14,Wednesday,travel,cash_withdrawal,mobile_app,0,1,0,1,14,12.15,2.1054,29.2,0,1
TXN000559,23,1040,40.8,10,Tuesday,grocery,purchase,mobile_app,0,1,1,0,7,59.28,0.6882,29.22,0,0
TXN000560,27,470,34.06,22,Wednesday,fuel,transfer,pos,0,1,1,0,6,30.73,1.1084,61.99,1,0
TXN000561,38,489,42.02,6,Saturday,electronics,cash_withdrawal,web,0,1,0,1,5,105.46,0.3985,23.18,0,0
TXN000562,43,306,32.49,21,Wednesday,fashion,purchase,pos,0,1,1,1,5,65.08,0.4992,41.11,1,0
TXN000563,40,1605,102.7,15,Friday,grocery,purchase,web,0,1,0,1,3,98.74,1.0402,7.22,0,0
TXN000564,29,2608,19.98,17,Saturday,restaurant,bill_payment,atm,0,1,0,1,9,20.53,0.973,20.03,1,0
TXN000565,51,4226,15.43,4,Friday,fuel,cash_withdrawal,mobile_app,0,1,1,0,6,32.54,0.4742,14.05,0,0
TXN000566,49,962,9.87,0,Friday,grocery,transfer,pos,0,1,1,0,6,17.38,0.5681,18.27,1,0
TXN000567,37,1041,11.31,17,Friday,grocery,transfer,mobile_app,0,1,0,0,5,25.59,0.4418,33.77,0,0
TXN000568,31,737,138.26,11,Thursday,electronics,purchase,pos,0,1,1,1,9,104.74,1.32,31.48,1,0
TXN000569,46,951,28.63,7,Tuesday,fuel,purchase,mobile_app,0,1,1,1,3,124.09,0.2307,18.4,0,0
TXN000570,41,378,8.54,21,Saturday,healthcare,purchase,pos,0,1,1,0,4,18.6,0.4592,12.4,1,0
TXN000571,20,726,7.6,7,Sunday,grocery,cash_withdrawal,pos,0,1,1,1,2,30.57,0.2487,46.77,1,0
TXN000572,38,427,51.77,10,Thursday,fashion,purchase,pos,1,0,1,0,1,40.25,1.2862,410.78,1,0
TXN000573,42,657,16.84,17,Sunday,fashion,purchase,web,0,1,1,1,12,64.82,0.2598,4.17,1,0
TXN000574,27,458,11.66,23,Sunday,fuel,bill_payment,web,0,1,1,0,7,11.98,0.9732,4.9,0,0
TXN000575,41,1168,41.53,21,Thursday,restaurant,purchase,pos,0,1,1,0,4,13.41,3.0971,13.9,1,0
TXN000576,20,1269,191.98,15,Saturday,healthcare,transfer,web,0,1,1,0,7,60.49,3.1736,2.33,0,0
TXN000577,56,1019,2.71,2,Friday,restaurant,purchase,atm,0,1,1,0,7,10.45,0.2592,5.88,1,0
TXN000578,55,490,36.35,2,Tuesday,digital_goods,purchase,mobile_app,0,1,1,0,5,30.82,1.1792,26.21,0,0
TXN000579,36,287,22.3,16,Monday,electronics,purchase,web,0,1,1,1,9,47.78,0.4667,31.29,0,0
TXN000580,44,1278,23.11,12,Thursday,digital_goods,cash_withdrawal,mobile_app,1,1,1,0,8,57.36,0.4029,109.49,0,0
TXN000581,18,825,33.66,3,Saturday,healthcare,transfer,atm,1,0,1,0,5,38.4,0.8766,146.98,1,1
TXN000582,24,148,75.27,16,Wednesday,digital_goods,purchase,mobile_app,0,1,1,0,9,32.68,2.3034,14.35,0,0
TXN000583,35,911,114.42,22,Saturday,electronics,purchase,web,0,1,1,0,6,78.11,1.4649,11.2,0,0
TXN000584,25,1047,29.68,1,Friday,digital_goods,purchase,pos,0,1,0,2,7,52.21,0.5684,39.11,0,0
TXN000585,48,205,42.17,19,Friday,grocery,purchase,web,0,1,1,0,9,26.69,1.5803,41.55,0,0
TXN000586,65,1182,8.26,8,Wednesday,fuel,purchase,pos,0,1,1,0,3,43.69,0.1891,18.84,1,0
TXN000587,24,237,30.99,9,Thursday,travel,purchase,mobile_app,1,0,1,0,4,56.03,0.5532,29.02,0,0
TXN000588,28,448,77.01,17,Tuesday,fuel,transfer,web,0,1,1,0,3,146.52,0.5256,11.25,0,0
TXN000589,42,238,75.38,5,Tuesday,restaurant,cash_withdrawal,web,0,1,0,1,2,74.9,1.0064,20.6,0,0
TXN000590,60,410,83.8,3,Monday,grocery,purchase,web,0,1,1,0,3,101.95,0.822,18.79,0,0
TXN000591,23,289,23.54,23,Monday,electronics,transfer,atm,0,1,0,1,6,27.4,0.8591,36.09,1,0
TXN000592,42,1598,24.45,8,Tuesday,grocery,purchase,mobile_app,1,1,1,0,5,29.15,0.8388,32.28,1,0
TXN000593,63,687,34.7,4,Friday,restaurant,bill_payment,web,0,1,1,1,4,35.89,0.9667,32.63,0,0
TXN000594,18,581,53.81,16,Thursday,digital_goods,purchase,mobile_app,0,1,1,0,5,38.35,1.4034,21.17,0,0
TXN000595,22,1698,21.8,5,Tuesday,fashion,purchase,atm,0,1,1,0,3,20.58,1.0592,94.56,1,0
TXN000596,33,1642,82.0,18,Saturday,fashion,cash_withdrawal,pos,0,1,1,0,6,105.79,0.7751,20.18,1,0
TXN000597,32,617,102.03,1,Thursday,digital_goods,purchase,mobile_app,1,0,1,0,13,80.32,1.2703,114.09,0,0
TXN000598,50,1006,58.83,12,Sunday,travel,transfer,web,0,1,1,1,6,34.12,1.7243,59.84,0,0
TXN000599,42,521,43.02,9,Friday,restaurant,bill_payment,web,0,1,1,0,6,67.49,0.6374,18.86,0,0
TXN000600,18,767,45.5,22,Monday,restaurant,cash_withdrawal,atm,0,1,1,3,9,49.92,0.9114,31.25,1,0
TXN000601,46,338,156.78,12,Sunday,grocery,purchase,mobile_app,0,1,1,2,7,71.4,2.1959,50.0,0,0
TXN000602,31,1108,6.95,22,Saturday,fuel,purchase,web,1,1,1,0,6,16.15,0.43,27.76,0,0
TXN000603,56,1742,133.55,5,Friday,fashion,purchase,pos,1,0,1,0,5,38.29,3.4882,195.64,1,0
TXN000604,31,1546,14.79,11,Thursday,fuel,purchase,web,0,1,1,0,3,40.78,0.3627,43.04,0,0
TXN000605,31,853,49.42,19,Thursday,fashion,bill_payment,pos,1,1,0,0,4,66.62,0.7418,106.71,1,0
TXN000606,46,133,12.98,3,Thursday,grocery,purchase,mobile_app,0,1,1,0,10,27.05,0.4799,8.59,0,0
TXN000607,49,502,36.77,22,Saturday,fashion,purchase,pos,0,1,1,0,8,8.0,4.5966,5.83,1,0
TXN000608,45,766,12.92,18,Thursday,electronics,purchase,mobile_app,0,1,1,0,3,19.51,0.6621,13.93,0,0
TXN000609,18,256,26.99,16,Tuesday,digital_goods,bill_payment,mobile_app,0,1,0,0,8,40.69,0.6632,10.15,0,0
TXN000610,46,215,32.43,5,Monday,electronics,bill_payment,web,0,1,0,0,7,44.52,0.7284,38.83,0,0
TXN000611,26,2056,145.64,19,Monday,restaurant,purchase,web,0,1,1,0,5,142.92,1.019,10.94,0,0
TXN000612,42,1429,48.57,20,Tuesday,restaurant,purchase,atm,0,1,1,0,8,64.69,0.7509,13.04,1,0
TXN000613,20,1167,38.98,7,Wednesday,electronics,transfer,mobile_app,0,1,1,0,7,45.09,0.8644,12.03,0,0
TXN000614,45,1321,3.11,14,Sunday,travel,purchase,mobile_app,0,1,1,0,5,41.54,0.0749,33.67,0,0
TXN000615,29,298,93.33,1,Tuesday,grocery,bill_payment,pos,0,1,1,0,6,94.16,0.9912,41.59,1,0
TXN000616,22,398,26.79,9,Wednesday,fuel,transfer,mobile_app,0,1,1,1,7,27.8,0.9635,20.92,0,0
TXN000617,48,964,77.23,3,Tuesday,digital_goods,transfer,atm,0,1,1,1,10,38.44,2.0093,20.04,1,1
TXN000618,42,1017,47.38,13,Thursday,electronics,purchase,atm,0,1,1,2,3,19.41,2.4413,23.42,1,0
TXN000619,31,242,98.15,13,Friday,restaurant,cash_withdrawal,mobile_app,1,0,1,0,7,118.11,0.831,52.46,0,0
TXN000620,58,916,96.57,12,Thursday,digital_goods,bill_payment,atm,0,0,1,0,4,56.41,1.712,36.14,1,0
TXN000621,33,776,11.0,16,Sunday,restaurant,purchase,pos,0,1,1,0,5,25.55,0.4304,34.35,1,0
TXN000622,39,1514,64.72,22,Sunday,digital_goods,transfer,pos,0,1,1,0,2,39.16,1.6528,7.94,1,0
TXN000623,42,1020,38.66,4,Saturday,restaurant,purchase,mobile_app,0,1,1,1,10,61.37,0.6299,1.7,0,0
TXN000624,31,2208,14.39,5,Saturday,restaurant,bill_payment,web,1,0,1,0,5,35.5,0.4054,115.68,0,0
TXN000625,45,620,24.08,5,Wednesday,grocery,cash_withdrawal,pos,0,0,1,1,6,28.94,0.8322,5.48,1,0
TXN000626,32,316,69.22,22,Friday,grocery,purchase,web,0,1,0,0,4,26.55,2.6074,30.63,0,0
TXN000627,34,2170,58.81,2,Wednesday,fuel,purchase,mobile_app,0,1,1,0,5,54.27,1.0836,24.9,0,0
TXN000628,57,1057,91.81,0,Saturday,digital_goods,purchase,mobile_app,0,1,0,0,7,32.86,2.794,20.0,0,0
TXN000629,25,780,17.02,3,Tuesday,grocery,purchase,atm,1,0,1,0,9,30.67,0.5548,65.23,0,1
TXN000630,18,411,32.87,18,Tuesday,digital_goods,transfer,pos,0,1,1,0,6,16.25,2.0227,40.78,1,0
TXN000631,60,625,26.74,13,Monday,travel,purchase,pos,0,1,0,0,5,44.97,0.5948,32.5,1,0
TXN000632,72,600,41.75,22,Friday,restaurant,bill_payment,pos,0,1,1,0,7,37.32,1.1188,7.24,1,0
TXN000633,34,304,37.5,4,Friday,digital_goods,purchase,mobile_app,0,0,1,0,5,33.73,1.1118,25.65,0,0
TXN000634,18,91,75.14,9,Monday,digital_goods,cash_withdrawal,web,0,1,0,0,6,49.06,1.5315,22.72,0,0
TXN000635,35,589,83.02,13,Thursday,restaurant,bill_payment,mobile_app,0,1,1,0,5,72.86,1.1394,51.03,0,0
TXN000636,35,1344,39.37,1,Wednesday,electronics,cash_withdrawal,mobile_app,0,1,1,0,6,70.47,0.5587,56.65,0,0
TXN000637,37,1838,113.5,22,Saturday,grocery,transfer,mobile_app,1,1,0,1,2,63.31,1.7929,52.23,0,0
TXN000638,25,1553,118.33,19,Monday,electronics,bill_payment,pos,0,1,1,0,6,35.76,3.3095,89.66,1,0
TXN000639,47,1612,17.66,3,Monday,fashion,cash_withdrawal,mobile_app,0,1,1,0,9,28.27,0.6248,10.18,0,0
TXN000640,46,337,5.09,20,Friday,travel,transfer,web,0,0,1,0,4,20.05,0.2538,3.91,0,1
TXN000641,20,976,37.8,10,Friday,fashion,purchase,web,0,1,1,2,7,27.74,1.3628,61.26,0,0
TXN000642,48,1174,32.32,8,Saturday,grocery,purchase,mobile_app,0,1,1,0,2,43.13,0.7494,8.81,0,1
TXN000643,66,1225,20.89,22,Friday,restaurant,purchase,web,0,1,1,0,9,24.14,0.8655,4.18,0,0
TXN000644,41,767,64.69,12,Sunday,travel,transfer,mobile_app,0,1,0,1,4,45.57,1.4197,9.51,0,0
TXN000645,35,895,14.53,5,Wednesday,restaurant,cash_withdrawal,mobile_app,0,1,1,0,6,21.22,0.6848,12.96,0,0
TXN000646,37,1523,10.08,19,Wednesday,restaurant,purchase,web,0,1,1,1,4,12.86,0.7838,1.91,0,0
TXN000647,47,1145,67.89,17,Sunday,healthcare,bill_payment,pos,0,1,1,1,6,76.71,0.8851,15.83,1,0
TXN000648,18,1291,82.82,4,Monday,digital_goods,purchase,atm,0,1,1,2,5,30.22,2.7407,11.75,1,0
TXN000649,41,569,22.62,16,Saturday,fashion,bill_payment,pos,0,1,1,0,7,23.27,0.972,22.26,1,0
TXN000650,34,1246,7.56,15,Monday,grocery,purchase,mobile_app,0,1,1,0,2,19.34,0.3908,17.05,0,1
TXN000651,63,886,23.19,6,Thursday,digital_goods,purchase,mobile_app,0,1,0,0,3,57.66,0.4021,44.91,0,0
TXN000652,37,1424,120.32,10,Tuesday,digital_goods,cash_withdrawal,web,0,1,1,0,4,114.43,1.0515,4.66,1,0
TXN000653,61,469,13.42,20,Friday,digital_goods,purchase,pos,0,1,0,1,3,31.81,0.4218,10.25,1,0
TXN000654,25,1348,11.25,4,Saturday,restaurant,cash_withdrawal,mobile_app,0,1,1,1,5,36.41,0.3089,13.49,0,0
TXN000655,47,632,138.26,17,Monday,grocery,transfer,mobile_app,0,1,1,0,6,91.98,1.5032,59.66,0,0
TXN000656,43,1352,17.98,19,Tuesday,fashion,transfer,pos,0,1,0,0,10,11.55,1.5571,16.06,1,0
TXN000657,28,981,127.88,22,Wednesday,travel,purchase,pos,0,0,1,0,7,175.24,0.7297,13.77,1,0
TXN000658,41,840,290.38,7,Tuesday,travel,purchase,mobile_app,0,1,0,0,7,247.09,1.1752,5.58,0,0
TXN000659,55,658,8.71,6,Wednesday,travel,purchase,pos,0,1,1,0,6,8.0,1.0892,13.87,1,0
TXN000660,35,782,58.18,22,Sunday,restaurant,purchase,web,0,1,1,0,5,39.64,1.4678,15.56,0,0
TXN000661,18,591,37.25,11,Monday,travel,purchase,web,0,1,1,0,1,25.34,1.4702,23.99,0,0
TXN000662,39,648,5.12,13,Thursday,fuel,purchase,web,0,1,1,0,5,35.14,0.1457,9.0,0,0
TXN000663,27,1124,25.17,12,Thursday,fuel,transfer,pos,1,1,1,0,5,31.46,0.8,47.83,1,0
TXN000664,35,175,105.36,12,Wednesday,restaurant,bill_payment,mobile_app,0,1,1,0,8,76.28,1.3811,5.49,0,0
TXN000665,38,1340,27.76,14,Tuesday,grocery,transfer,pos,0,1,1,1,2,39.21,0.7078,45.94,1,0
TXN000666,18,1355,21.55,10,Friday,healthcare,purchase,mobile_app,1,0,1,0,6,22.07,0.9764,133.96,0,0
TXN000667,18,673,61.35,9,Friday,restaurant,purchase,atm,0,1,1,0,4,37.56,1.6331,46.54,1,0
TXN000668,45,911,62.11,9,Saturday,restaurant,purchase,atm,0,1,1,0,9,61.6,1.0083,14.03,1,0
TXN000669,32,375,51.08,15,Wednesday,restaurant,purchase,pos,1,1,1,0,6,18.13,2.8171,87.2,1,0
TXN000670,18,1075,27.83,19,Friday,travel,purchase,pos,0,1,0,0,6,13.0,2.1413,39.71,1,0
TXN000671,49,416,155.93,13,Sunday,fuel,bill_payment,pos,0,0,1,1,3,178.53,0.8734,29.82,1,0
TXN000672,43,31,22.08,16,Saturday,grocery,cash_withdrawal,atm,0,1,1,0,6,26.77,0.8248,15.17,1,0
TXN000673,30,1793,4.71,9,Sunday,digital_goods,purchase,mobile_app,0,1,1,0,6,38.52,0.1222,29.84,0,0
TXN000674,22,340,24.01,18,Tuesday,grocery,cash_withdrawal,pos,0,1,1,1,12,31.93,0.752,4.82,1,0
TXN000675,50,770,22.65,9,Sunday,healthcare,bill_payment,web,0,1,1,2,9,63.09,0.359,41.27,0,0
TXN000676,44,936,169.98,10,Saturday,fuel,purchase,web,0,0,1,0,9,152.38,1.1155,1.21,0,0
TXN000677,70,1123,68.55,1,Saturday,grocery,transfer,web,0,1,1,0,5,64.56,1.0619,15.29,0,0
TXN000678,44,820,22.37,6,Friday,restaurant,purchase,web,1,0,1,2,7,14.25,1.5699,73.33,0,0
TXN000679,44,994,40.81,17,Sunday,travel,purchase,web,0,1,0,1,8,15.7,2.6002,14.53,0,0
TXN000680,37,661,29.78,2,Thursday,healthcare,transfer,mobile_app,1,1,1,0,5,31.9,0.9334,476.19,0,0
TXN000681,50,210,172.22,5,Saturday,fashion,purchase,mobile_app,0,1,1,0,8,35.05,4.9131,4.99,0,0
TXN000682,47,797,13.84,18,Friday,restaurant,cash_withdrawal,pos,0,1,1,0,4,12.31,1.1245,7.58,1,0
TXN000683,55,1228,28.41,20,Saturday,restaurant,purchase,pos,0,1,1,0,8,76.7,0.3703,22.39,1,0
TXN000684,32,358,12.34,9,Saturday,healthcare,purchase,web,0,1,0,0,6,19.45,0.6346,3.34,0,0
TXN000685,33,942,90.63,9,Tuesday,fuel,purchase,pos,0,1,1,0,5,124.61,0.7273,13.48,1,0
TXN000686,33,2489,229.79,12,Wednesday,restaurant,transfer,web,0,1,1,0,5,157.73,1.4569,63.83,0,0
TXN000687,49,760,17.1,18,Wednesday,travel,transfer,mobile_app,0,1,1,0,10,35.56,0.4809,40.92,0,0
TXN000688,58,788,44.77,11,Saturday,travel,cash_withdrawal,pos,0,1,1,0,6,58.33,0.7676,72.46,1,0
TXN000689,33,193,14.84,4,Friday,fashion,purchase,atm,0,1,1,0,3,17.51,0.8471,20.41,1,0
TXN000690,33,322,45.9,10,Saturday,fuel,purchase,pos,1,1,1,0,5,66.62,0.6889,137.43,1,0
TXN000691,43,420,50.68,6,Saturday,digital_goods,cash_withdrawal,web,1,0,1,1,4,29.7,1.7061,501.94,0,1
TXN000692,36,1196,29.34,16,Friday,restaurant,purchase,web,0,1,1,0,9,19.44,1.5095,3.5,0,0
TXN000693,51,380,76.07,3,Monday,fuel,purchase,mobile_app,0,1,1,0,6,34.52,2.2032,10.96,0,0
TXN000694,18,131,22.79,14,Friday,restaurant,bill_payment,pos,0,1,1,0,5,30.41,0.7495,14.51,1,0
TXN000695,28,1060,76.07,3,Sunday,fashion,purchase,mobile_app,0,1,0,0,5,33.65,2.261,52.39,0,0
TXN000696,29,452,30.01,23,Friday,restaurant,purchase,web,1,1,1,1,6,84.25,0.3563,107.11,0,0
TXN000697,18,200,8.46,15,Sunday,digital_goods,transfer,mobile_app,0,1,1,1,6,24.16,0.3501,69.05,0,0
TXN000698,26,1295,58.87,3,Sunday,travel,purchase,atm,0,1,1,0,5,148.3,0.397,13.15,1,0
TXN000699,27,605,15.68,23,Wednesday,fashion,cash_withdrawal,web,0,1,1,1,5,16.38,0.9576,33.59,0,0
TXN000700,36,1128,307.61,13,Saturday,digital_goods,purchase,pos,0,1,1,0,5,136.06,2.2608,15.43,1,0
TXN000701,53,193,12.61,14,Thursday,fashion,purchase,web,1,0,1,0,3,20.45,0.6166,146.52,0,0
TXN000702,36,80,28.68,1,Thursday,travel,cash_withdrawal,mobile_app,0,1,1,0,7,42.49,0.6749,69.72,0,0
TXN000703,26,881,24.33,4,Tuesday,fashion,purchase,mobile_app,0,1,1,0,2,29.88,0.8142,47.13,0,0
TXN000704,38,312,47.7,19,Tuesday,electronics,cash_withdrawal,mobile_app,0,1,1,0,6,33.2,1.4368,17.02,0,0
TXN000705,53,872,51.06,11,Tuesday,grocery,purchase,atm,0,1,1,0,4,75.72,0.6744,29.51,1,0
TXN000706,26,885,81.11,14,Friday,fashion,purchase,pos,0,1,1,0,5,125.2,0.6479,11.03,1,0
TXN000707,27,807,36.18,23,Tuesday,digital_goods,purchase,mobile_app,0,1,1,1,4,100.2,0.3611,9.55,0,0
TXN000708,46,1604,20.02,10,Thursday,grocery,purchase,web,0,1,1,1,5,31.77,0.6302,46.92,0,0
TXN000709,36,3851,107.82,9,Thursday,healthcare,purchase,mobile_app,0,1,1,0,6,48.55,2.2206,41.88,0,0
TXN000710,47,1047,24.59,19,Thursday,restaurant,transfer,pos,1,1,1,0,3,24.21,1.0156,247.95,1,0
TXN000711,39,2487,11.63,1,Saturday,digital_goods,purchase,pos,0,1,1,0,5,20.82,0.5584,43.06,1,0
TXN000712,48,618,43.15,10,Thursday,fashion,purchase,pos,0,1,0,0,10,18.63,2.3164,28.76,1,0
TXN000713,26,261,19.37,20,Monday,digital_goods,purchase,mobile_app,0,1,1,0,4,31.03,0.6242,44.02,0,0
TXN000714,39,477,134.57,5,Sunday,digital_goods,purchase,web,1,0,1,0,4,50.89,2.6442,65.83,0,0
TXN000715,36,647,28.05,7,Saturday,healthcare,purchase,pos,0,1,1,0,2,10.73,2.6133,34.36,1,0
TXN000716,23,2621,40.73,11,Friday,fuel,transfer,mobile_app,1,0,0,0,2,41.13,0.9904,89.13,0,1
TXN000717,19,840,40.96,1,Saturday,electronics,cash_withdrawal,atm,0,1,1,0,5,126.66,0.3234,46.32,1,0
TXN000718,48,1643,471.64,1,Monday,travel,cash_withdrawal,pos,0,1,1,0,5,95.37,4.9453,19.57,1,0
TXN000719,34,579,35.08,6,Saturday,fashion,purchase,pos,0,1,1,0,5,27.9,1.2571,0.99,1,0
TXN000720,26,526,11.72,21,Tuesday,grocery,purchase,web,0,1,1,0,12,15.55,0.7534,20.58,0,0
TXN000721,38,185,112.11,5,Thursday,healthcare,transfer,web,0,1,1,0,10,59.21,1.8935,7.63,0,0
TXN000722,54,2568,12.64,17,Tuesday,electronics,purchase,pos,0,1,0,2,5,8.02,1.5772,28.22,1,0
TXN000723,18,2004,231.18,10,Saturday,digital_goods,purchase,web,1,0,0,0,9,94.57,2.4446,70.37,0,1
TXN000724,20,949,21.53,18,Tuesday,restaurant,bill_payment,pos,1,0,1,1,3,36.46,0.5904,198.28,1,0
TXN000725,27,676,190.15,7,Tuesday,digital_goods,purchase,web,0,1,1,0,11,158.94,1.1964,21.97,0,0
TXN000726,58,863,4.97,20,Monday,healthcare,transfer,pos,0,1,0,0,7,12.26,0.405,12.38,1,0
TXN000727,43,251,126.57,8,Saturday,restaurant,purchase,pos,0,1,0,0,5,82.36,1.5369,9.56,1,0
TXN000728,49,1127,37.01,18,Wednesday,fashion,purchase,web,0,1,1,0,3,39.55,0.9356,6.19,0,0
